student_id,level,attempt
TRL_abc,Level 4,0
TRL_abc,Level 2,1
TRL_abc,Level 4,1
TRL_abc,Level 1,1
TRL_abc,Level 4,1
TRL_abc,Level 4,1
TRL_abc,Level 4,1
TRL_abc,Level 1,1
TRL_abc,Level 3,1
TRL_abc,Level 2,1
TRL_abc,Level 2,0
TRL_abc,Level 4,1
TRL_abc,Level 1,1
TRL_abc,Level 4,1
TRL_abc,Level 4,1
TRL_abc,Level 1,1
TRL_abc,Level 3,1
TRL_abc,Level 4,0
TRL_abc,Level 4,0
TRL_abc,Level 4,1
TRL_abc,Level 4,0
TRL_abc,Level 4,0
TRL_abc,Level 1,1
TRL_abc,Level 3,1
TRL_abc,Level 3,1
TRL_abc,Level 4,1
TRL_abc,Level 3,1
TRL_abc,Level 1,1
TRL_abc,Level 3,0
TRL_abc,Level 1,1
TRL_abc,Level 1,1
TRL_abc,Level 2,1
TRL_abc,Level 4,1
TRL_abc,Level 3,0
TRL_abc,Level 3,0
TRL_abc,Level 4,1
TRL_abc,Level 2,1
TRL_abc,Level 3,0
TRL_abc,Level 2,1
TRL_abc,Level 3,1
TRL_abc,Level 3,0
TRL_abc,Level 4,0
TRL_abc,Level 4,1
TRL_abc,Level 2,0
TRL_abc,Level 1,1
TRL_abc,Level 4,1
TRL_abc,Level 3,1
TRL_abc,Level 4,0
TRL_abc,Level 4,1
TRL_abc,Level 4,1
TRL_abc,Level 1,0
TRL_abc,Level 4,1
TRL_abc,Level 4,1
TRL_abc,Level 1,1
TRL_abc,Level 4,0
TRL_abc,Level 2,1
TRL_abc,Level 4,0
TRL_abc,Level 2,1
TRL_abc,Level 4,0
TRL_abc,Level 2,1
TRL_abc,Level 2,1
TRL_abc,Level 4,0
TRL_abc,Level 4,1
TRL_abc,Level 4,1
TRL_abc,Level 4,1
TRL_abc,Level 4,1
TRL_abc,Level 4,0
TRL_abc,Level 2,1
TRL_abc,Level 4,0
TRL_abc,Level 2,1
TRL_abc,Level 3,1
TRL_abc,Level 3,1
TRL_xyz,Level 3,1
TRL_xyz,Level 3,1
TRL_xyz,Level 2,1
TRL_xyz,Level 2,1
TRL_xyz,Level 1,1
TRL_xyz,Level 4,0
TRL_xyz,Level 1,1
TRL_xyz,Level 1,1
TRL_xyz,Level 4,1
TRL_xyz,Level 4,1
TRL_xyz,Level 3,1
TRL_xyz,Level 2,1
TRL_xyz,Level 1,1
TRL_xyz,Level 2,1
TRL_xyz,Level 4,0
TRL_xyz,Level 4,1
TRL_xyz,Level 4,1
TRL_xyz,Level 4,1
TRL_xyz,Level 2,1
TRL_xyz,Level 1,1
TRL_xyz,Level 3,1
TRL_xyz,Level 2,1
TRL_xyz,Level 1,1
TRL_xyz,Level 4,1
TRL_xyz,Level 3,1
TRL_xyz,Level 4,1
TRL_xyz,Level 1,1
TRL_xyz,Level 1,1
TRL_xyz,Level 2,1
TRL_xyz,Level 2,1
TRL_xyz,Level 3,1
TRL_xyz,Level 4,1
TRL_xyz,Level 1,1
TRL_xyz,Level 4,1
TRL_xyz,Level 3,1
TRL_xyz,Level 1,1
TRL_xyz,Level 3,1
TRL_xyz,Level 1,1
TRL_xyz,Level 1,1
TRL_xyz,Level 4,1
TRL_xyz,Level 2,1
TRL_xyz,Level 3,1
TRL_xyz,Level 1,1
TRL_xyz,Level 3,1
TRL_xyz,Level 3,1
TRL_xyz,Level 4,1
TRL_xyz,Level 3,1
TRL_xyz,Level 4,1
TRL_xyz,Level 3,1
TRL_xyz,Level 4,0
TRL_xyz,Level 3,1
TRL_xyz,Level 2,1
TRL_xyz,Level 2,1
TRL_xyz,Level 1,0
TRL_xyz,Level 4,1
TRL_xyz,Level 3,1
TRL_xyz,Level 2,1
TRL_xyz,Level 2,1
TRL_xyz,Level 4,1
TRL_xyz,Level 1,1
TRL_xyz,Level 4,1
TRL_xyz,Level 2,1
TRL_xyz,Level 2,1
TRL_xyz,Level 1,1
TRL_zet,Level 1,1
TRL_zet,Level 2,0
TRL_zet,Level 4,1
TRL_zet,Level 4,0
TRL_zet,Level 3,1
TRL_zet,Level 4,0
TRL_zet,Level 4,0
TRL_zet,Level 1,1
TRL_zet,Level 4,1
TRL_zet,Level 2,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 1,1
TRL_zet,Level 3,0
TRL_zet,Level 2,1
TRL_zet,Level 4,1
TRL_zet,Level 4,0
TRL_zet,Level 1,1
TRL_zet,Level 4,0
TRL_zet,Level 1,1
TRL_zet,Level 3,1
TRL_zet,Level 4,1
TRL_zet,Level 2,1
TRL_zet,Level 2,0
TRL_zet,Level 4,1
TRL_zet,Level 3,1
TRL_zet,Level 2,1
TRL_zet,Level 2,1
TRL_zet,Level 4,1
TRL_zet,Level 1,1
TRL_zet,Level 2,0
TRL_zet,Level 3,1
TRL_zet,Level 4,0
TRL_zet,Level 1,1
TRL_zet,Level 3,0
TRL_zet,Level 4,0
TRL_zet,Level 1,1
TRL_zet,Level 2,1
TRL_zet,Level 3,1
TRL_zet,Level 4,0
TRL_zet,Level 1,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 4,0
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 2,1
TRL_zet,Level 2,1
TRL_zet,Level 4,1
TRL_zet,Level 2,1
TRL_zet,Level 4,1
TRL_zet,Level 3,1
TRL_zet,Level 2,1
TRL_zet,Level 1,1
TRL_zet,Level 1,1
TRL_zet,Level 4,1
TRL_zet,Level 3,1
TRL_zet,Level 3,1
TRL_zet,Level 4,0
TRL_zet,Level 4,1
TRL_zet,Level 1,0
TRL_zet,Level 2,1
TRL_zet,Level 1,1
TRL_zet,Level 1,1
TRL_zet,Level 3,0
TRL_zet,Level 1,1
TRL_zet,Level 4,0
TRL_zet,Level 3,1
TRL_zet,Level 3,0
TRL_zet,Level 1,1
TRL_zet,Level 1,1
TRL_zet,Level 4,1
TRL_zet,Level 4,0
TRL_zet,Level 3,1
TRL_zet,Level 4,1
TRL_zet,Level 1,1
TRL_zet,Level 3,0
TRL_zet,Level 3,1
TRL_zet,Level 4,1
TRL_zet,Level 3,1
TRL_zet,Level 1,0
TRL_zet,Level 4,1
TRL_zet,Level 3,1
TRL_zet,Level 4,1
TRL_zet,Level 2,1
TRL_zet,Level 3,1
TRL_zet,Level 2,1
TRL_zet,Level 1,1
TRL_zet,Level 2,1
TRL_zet,Level 3,0
TRL_zet,Level 1,1
TRL_zet,Level 1,0
TRL_zet,Level 4,1
TRL_zet,Level 3,0
TRL_zet,Level 2,1
TRL_zet,Level 3,1
TRL_zet,Level 3,1
TRL_zet,Level 2,1
TRL_zet,Level 4,0
TRL_zet,Level 1,1
TRL_zet,Level 1,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
TRL_zet,Level 4,1
